19.8227266667	45.2944083333	0.036	LO	131216	161342.000		ERR	2	0.00
19.8227266667	45.2944083333	0.047	LO	131216	161344.000		ERR	2	0.00
19.8227266667	45.2944083333	0.031	LO	131216	161346.000		ERR	2	0.00
19.8227266667	45.2944083333	0.062	LO	131216	161348.000		ERR	2	0.00
19.8227266667	45.2944083333	0.042	LO	131216	161350.000		ERR	2	0.00
19.8227266667	45.2944083333	0.037	LO	131216	161352.000		ERR	2	0.00
19.8227266667	45.2944083333	0.041	LO	131216	161354.000		ERR	2	0.00
19.8227266667	45.2944083333	0.047	LO	131216	161356.000		ERR	2	0.00
19.8227266667	45.2944083333	0.042	LO	131216	161358.000		ERR	2	0.00
19.8227266667	45.2944083333	0.03	LO	131216	161400.000		ERR	2	0.00
19.8227266667	45.2944083333	0.021	LO	131216	161402.000		ERR	2	0.00
19.8227266667	45.2944083333	0.02	LO	131216	161404.000		ERR	2	0.00
19.8227266667	45.2944083333	0.01	LO	131216	161406.000		ERR	2	0.00
19.8227266667	45.2944083333	0.032	LO	131216	161408.000		ERR	2	0.00
19.8227266667	45.2944083333	0.094	LO	131216	161410.000		ERR	2	0.00
19.8227266667	45.2944083333	0.017	LO	131216	161412.000		ERR	2	0.00
19.8227266667	45.2944083333	0.073	LO	131216	161414.000		ERR	2	0.00
19.8227266667	45.2944083333	0.033	LO	131216	161416.000		ERR	2	0.00
19.8227266667	45.2944083333	0.028	LO	131216	161418.000		ERR	2	0.00
19.8227283333	45.2944066667	0.063	LO	131216	161420.000		ERR	2	0.00
19.82273	45.2944066667	0.058	LO	131216	161422.000		ERR	2	0.00
19.8227316667	45.2944033333	0.041	LO	131216	161424.000		ERR	2	0.00
19.8227316667	45.2944016667	0.036	LO	131216	161426.000		ERR	2	0.00
19.8227333333	45.2944	0.002	LO	131216	161428.000		ERR	2	0.00
19.8227333333	45.2943983333	0.032	LO	131216	161430.000		ERR	2	0.00
19.8227333333	45.2943983333	0.021	LO	131216	161432.000		ERR	2	0.00
19.822735	45.2943966667	0.042	LO	131216	161434.000		ERR	2	0.00
