19.9971883333	45.4240683333	0.021	0.0	101216	093500.000		10.1	2	0.00
19.9971883333	45.4240683333	0.028	0.0	101216	093502.000		10.1	2	0.00
19.9971883333	45.4240683333	0.021	0.0	101216	093504.000		10.1	2	0.00
19.9971883333	45.4240683333	0.007	0.0	101216	093506.000		10.1	2	0.00
19.9971883333	45.4240683333	0.042	0.0	101216	093508.000		10.1	2	0.00
19.9971883333	45.4240683333	0.02	0.0	101216	093510.000		10.1	2	0.00
19.9971883333	45.4240683333	0.02	0.0	101216	093512.000		10.1	2	0.00
19.9971883333	45.4240683333	0.049	0.0	101216	093514.000		10.1	2	0.00
19.9971883333	45.4240683333	0.014	0.0	101216	093516.000		10.1	2	0.00
19.9971883333	45.4240683333	0.016	0.0	101216	093518.000		10.1	2	0.00
19.9971883333	45.4240683333	0.012	0.0	101216	093520.000		10.1	2	0.00
19.9971883333	45.4240683333	0.018	0.0	101216	093522.000		10.1	2	0.00
19.9971883333	45.4240683333	0.042	0.0	101216	093524.000		10.1	2	0.00
19.9971883333	45.4240683333	0.041	0.0	101216	093526.000		10.1	2	0.00
19.9971883333	45.4240683333	0.078	0.0	101216	093528.000		10.1	2	0.00
19.9971883333	45.42407	0.082	0.0	101216	093530.000		10.1	2	0.00
19.9971883333	45.42407	0.057	0.0	101216	093532.000		10.1	2	0.00
19.9971883333	45.42407	0.062	0.0	101216	093534.000		10.1	2	0.00
19.9971883333	45.42407	0.099	0.0	101216	093536.000		10.0	2	0.00
19.9972033333	45.4240766667	4.091	0.0	101216	093538.000	52.82	10.0	2	0.00
19.9972133333	45.4240966667	3.843	0.0	101216	093540.000	6.14	10.0	2	0.00
19.9972033333	45.424115	2.944	0.0	101216	093542.000	324.62	10.0	2	0.00
19.997175	45.4241266667	5.001	0.0	101216	093544.000	284.09	10.0	2	0.00
19.99713	45.4241266667	5.949	0.0	101216	093546.000	260.28	10.0	2	0.00
19.9970816667	45.424125	7.129	0.0	101216	093548.000	266.64	10.0	2	0.00
19.997025	45.4241216667	8.138	0.0	101216	093550.000	263.15	10.0	2	0.00
19.9969616667	45.424115	9.52	0.0	101216	093552.000	260.52	10.0	2	0.00
19.9968866667	45.42411	11.817	0.0	101216	093554.000	265.34	10.0	2	0.00
19.996805	45.4241066667	11.87	0.0	101216	093556.000	267.18	10.0	2	0.00
19.9967283333	45.4241033333	10.55	0.0	101216	093558.000	266.37	10.0	2	0.00
19.99665	45.4241	10.184	0.0	101216	093600.000	266.23	10.0	2	0.00
19.9965833333	45.4240966667	8.711	0.0	101216	093602.000	266.33	10.0	2	0.00
19.9965366667	45.424095	5.707	0.0	101216	093604.000	266.79	10.0	2	0.00
19.99651	45.4240933333	4.776	0.0	101216	093606.000	265.77	10.1	2	0.00
19.9964733333	45.4240916667	8.285	0.0	101216	093608.000	266.70	10.1	2	0.00
19.9964033333	45.42409	9.964	0.0	101216	093610.000	265.72	10.1	2	0.00
19.9963316667	45.4240866667	10.043	0.0	101216	093612.000	268.69	10.1	2	0.00
19.996255	45.4240816667	10.954	0.0	101216	093614.000	266.21	10.1	2	0.00
19.99618	45.4240783333	10.327	0.0	101216	093616.000	268.33	10.1	2	0.00
19.9961083333	45.424075	9.827	0.0	101216	093618.000	267.17	10.1	2	0.00
19.996035	45.42407	10.668	0.0	101216	093620.000	261.60	10.1	2	0.00
19.9959583333	45.4240616667	11.195	0.0	101216	093622.000	265.28	10.1	2	0.00
19.99588	45.4240583333	11.062	0.0	101216	093624.000	266.15	10.1	2	0.00
19.99582	45.424055	5.799	0.0	101216	093626.000	266.19	10.2	2	0.00
19.9957916667	45.424055	3.271	0.0	101216	093628.000	266.72	10.2	2	0.00
19.9957533333	45.4240533333	7.544	0.0	101216	093630.000	264.93	10.2	2	0.00
19.995685	45.42405	9.972	0.0	101216	093632.000	268.19	10.3	2	0.00
19.9956066667	45.424045	12.07	0.0	101216	093634.000	265.07	10.3	2	0.00
19.9955216667	45.4240416667	12.523	0.0	101216	093636.000	266.96	10.3	2	0.00
19.9954466667	45.42404	11.594	0.0	101216	093638.000	265.65	10.3	2	0.00
19.9953633333	45.4240366667	12.044	0.0	101216	093640.000	267.66	10.3	2	0.00
19.9952766667	45.4240333333	12.316	0.0	101216	093642.000	267.52	10.3	2	0.00
19.9951916667	45.4240283333	11.606	0.0	101216	093644.000	265.37	10.3	2	0.00
19.9951183333	45.424025	9.129	0.0	101216	093646.000	266.78	10.4	2	0.00
19.9950733333	45.42402	4.93	0.0	101216	093648.000	255.85	10.4	2	0.00
19.9950483333	45.4240166667	6.001	0.0	101216	093650.000	253.38	10.4	2	0.00
19.9949833333	45.4240133333	12.012	0.0	101216	093652.000	270.90	10.4	2	0.00
19.9949	45.4240116667	11.107	0.0	101216	093654.000	267.30	10.4	2	0.00
19.9948266667	45.4240066667	9.858	0.0	101216	093656.000	264.40	10.5	2	0.00
19.99476	45.424	9.399	0.0	101216	093658.000	263.26	10.5	2	0.00
19.9946916667	45.4239966667	9.213	0.0	101216	093700.000	263.92	10.5	2	0.00
19.9946383333	45.42399	5.77	0.0	101216	093702.000	257.23	10.5	2	0.00
19.9946083333	45.4239833333	6.524	0.0	101216	093704.000	252.80	10.5	2	0.00
19.99457	45.4239716667	5.344	0.0	101216	093706.000	245.15	10.5	2	0.00
19.9945333333	45.4239616667	5.693	0.0	101216	093708.000	242.97	10.5	2	0.00
19.994515	45.423945	2.921	0.0	101216	093710.000	208.40	10.5	2	0.00
19.9945133333	45.4239366667	2.808	0.0	101216	093712.000	184.93	10.6	2	0.00
19.9945216667	45.42392	3.241	0.0	101216	093714.000	144.11	10.6	2	0.00
19.9945433333	45.42391	3.199	0.0	101216	093716.000	114.78	10.6	2	0.00
19.9945516667	45.42391	0.016	0.0	101216	093718.000		10.6	2	0.00
19.9945516667	45.42391	0.023	0.0	101216	093720.000		10.6	2	0.00
19.9945516667	45.42391	0.022	0.0	101216	093722.000		10.6	2	0.00
19.9945516667	45.42391	0.022	0.0	101216	093724.000		10.6	2	0.00
19.9945516667	45.42391	0.039	0.0	101216	093726.000		10.6	2	0.00
19.9945516667	45.42391	0.018	0.0	101216	093728.000		10.6	2	0.00
19.9945516667	45.4239116667	0.043	0.0	101216	093730.000		10.6	2	0.00
