19.9906016667	45.4275783333	3.286	0.0	280916	084923.000	41.24	20	2	20
19.9906016667	45.4275783333	1.073	0.0	280916	084925.000	25.76	20	2	20
19.9905833333	45.4275716667	2.853	0.0	280916	084927.000	248.55	20	2	20
19.9905816667	45.4275733333	3.586	0.0	280916	084929.000	46.22	20	2	20
19.9906066667	45.4275766667	2.793	0.0	280916	084931.000	76.75	20	2	20
19.99061	45.4275766667	0.131	0.0	280916	084933.000		20	2	20
19.99061	45.4275766667	0.003	0.0	280916	084935.000		20	2	20
19.9906116667	45.427575	0.101	0.0	280916	084937.000		20	2	20
19.9906233333	45.4275716667	3.222	0.0	280916	084939.000	113.59	20	2	20
19.9906483333	45.4275633333	4.292	0.0	280916	084941.000	112.74	20	2	20
19.9906833333	45.4275516667	5.37	0.0	280916	084943.000	115.56	20	2	20
19.9907183333	45.42754	5.493	0.0	280916	084945.000	118.80	20	2	20
19.9907533333	45.427525	5.45	0.0	280916	084947.000	117.14	20	2	20
19.9907866667	45.4275133333	5.355	0.0	280916	084949.000	119.26	20	2	20
19.99082	45.4275	5.547	0.0	280916	084951.000	118.86	20	2	20
19.990855	45.4274866667	5.333	0.0	280916	084953.000	116.29	20	2	20
19.99089	45.427475	5.349	0.0	280916	084955.000	117.47	20	2	20
19.9909233333	45.4274616667	5.266	0.0	280916	084957.000	116.81	20	2	20
19.9909583333	45.42745	5.397	0.0	280916	084959.000	117.01	20	2	20
19.9909916667	45.4274383333	5.329	0.0	280916	085001.000	117.68	20	2	20
19.9910266667	45.427425	5.35	0.0	280916	085003.000	116.92	20	2	20
19.99106	45.4274133333	5.45	0.0	280916	085005.000	118.04	20	2	20
19.991095	45.4274	5.513	0.0	280916	085007.000	118.17	20	2	20
19.9911283333	45.4273866667	5.304	0.0	280916	085009.000	120.79	20	2	20
19.9911633333	45.4273733333	5.325	0.0	280916	085011.000	118.32	20	2	20
19.9911983333	45.4273616667	5.489	0.0	280916	085013.000	116.01	20	2	20
19.9912316667	45.4273483333	5.4	0.0	280916	085015.000	120.19	20	2	20
19.991265	45.4273366667	5.339	0.0	280916	085017.000	117.01	20	2	20
19.9913	45.4273233333	5.247	0.0	280916	085019.000	118.20	20	2	20
19.9913333333	45.4273116667	5.144	0.0	280916	085021.000	117.06	20	2	20
19.9913666667	45.4272983333	5.345	0.0	280916	085023.000	117.52	20	2	20
19.9914	45.4272866667	5.394	0.0	280916	085025.000	119.21	20	2	20
19.991435	45.4272733333	5.46	0.0	280916	085027.000	117.75	20	2	20
19.9914683333	45.42726	5.464	0.0	280916	085029.000	118.52	20	2	20
19.9915033333	45.4272466667	5.443	0.0	280916	085031.000	117.92	20	2	20
19.9915383333	45.427235	5.27	0.0	280916	085033.000	117.09	20	2	20
19.9915716667	45.4272216667	5.32	0.0	280916	085035.000	118.16	20	2	20
19.9916033333	45.4272083333	5.359	0.0	280916	085037.000	119.94	20	2	20
19.9916383333	45.427195	5.327	0.0	280916	085039.000	119.43	20	2	20
19.9916716667	45.4271833333	5.351	0.0	280916	085041.000	118.20	20	2	20
19.991705	45.42717	5.327	0.0	280916	085043.000	118.30	20	2	20
19.99174	45.4271583333	5.544	0.0	280916	085045.000	115.97	20	2	20
19.991775	45.427145	5.505	0.0	280916	085047.000	116.03	20	2	20
19.99181	45.4271333333	5.481	0.0	280916	085049.000	118.02	20	2	20
19.9918433333	45.42712	5.348	0.0	280916	085051.000	119.57	20	2	20
