19.8391183333	45.2369266667	0.009	LO	131216	110403.000		ERR	2	0.00
19.83912	45.2369266667	0.027	LO	131216	110405.000		ERR	2	0.00
19.8391233333	45.236925	0.022	LO	131216	110407.000		ERR	2	0.00
19.839125	45.2369233333	0.053	LO	131216	110409.000		ERR	2	0.00
19.8391266667	45.2369233333	0.012	LO	131216	110411.000		ERR	2	0.00
19.8391283333	45.2369233333	0.02	LO	131216	110413.000		ERR	2	0.00
19.8391283333	45.2369233333	0.066	LO	131216	110415.000		ERR	2	0.00
19.83913	45.2369216667	0.051	LO	131216	110417.000		ERR	2	0.00
19.83913	45.2369216667	0.026	LO	131216	110419.000		ERR	2	0.00
19.83913	45.2369216667	0.042	LO	131216	110421.000		ERR	2	0.00
19.83913	45.2369216667	0.044	LO	131216	110423.000		ERR	2	0.00
19.8391316667	45.2369216667	0.019	LO	131216	110425.000		ERR	2	0.00
19.8391316667	45.2369216667	0.059	LO	131216	110427.000		ERR	2	0.00
19.8391316667	45.2369216667	0.015	LO	131216	110429.000		ERR	2	0.00
19.8391316667	45.2369216667	0.054	LO	131216	110431.000		ERR	2	0.00
19.8391316667	45.2369216667	0.002	LO	131216	110433.000		ERR	2	0.00
19.8391316667	45.2369216667	0.026	LO	131216	110435.000		ERR	2	0.00
19.8391316667	45.2369216667	0.036	LO	131216	110437.000		ERR	2	0.00
19.8391316667	45.2369216667	0.038	LO	131216	110439.000		ERR	2	0.00
19.8391316667	45.2369233333	0.026	LO	131216	110441.000		ERR	2	0.00
19.8391316667	45.2369233333	0.023	LO	131216	110443.000		ERR	2	0.00
19.8391316667	45.2369233333	0.026	LO	131216	110445.000		ERR	2	0.00
19.8391283333	45.2369233333	0.022	LO	131216	110447.000		ERR	2	0.00
19.839125	45.2369233333	0.087	LO	131216	110449.000		ERR	2	0.00
19.8391233333	45.236925	0.007	LO	131216	110451.000		ERR	2	0.00
19.8391216667	45.236925	0.048	LO	131216	110453.000		ERR	2	0.00
19.8391216667	45.236925	0.026	LO	131216	110455.000		ERR	2	0.00
19.83912	45.2369266667	0.052	LO	131216	110457.000		ERR	2	0.00
19.83912	45.2369266667	0.063	LO	131216	110459.000		ERR	2	0.00
19.83912	45.2369283333	0.062	LO	131216	110501.000		ERR	2	0.00
19.83912	45.2369283333	0.043	LO	131216	110503.000		ERR	2	0.00
19.8391183333	45.2369283333	0.006	LO	131216	110505.000		ERR	2	0.00
19.8391183333	45.23693	0.028	LO	131216	110507.000		ERR	2	0.00
19.8391183333	45.23693	0.024	LO	131216	110509.000		ERR	2	0.00
19.8391183333	45.23693	0.013	LO	131216	110511.000		ERR	2	0.00
19.8391183333	45.23693	0.024	LO	131216	110513.000		ERR	2	0.00
19.8391183333	45.2369316667	0.015	LO	131216	110515.000		ERR	2	0.00
19.8391166667	45.2369316667	0.01	LO	131216	110517.000		ERR	2	0.00
19.8391166667	45.2369316667	0.032	LO	131216	110519.000		ERR	2	0.00
19.8391166667	45.2369316667	0.03	LO	131216	110521.000		ERR	2	0.00
19.8391166667	45.2369316667	0.014	LO	131216	110523.000		ERR	2	0.00
19.8391166667	45.2369316667	0.033	LO	131216	110525.000		ERR	2	0.00
19.8391166667	45.2369316667	0.012	LO	131216	110527.000		ERR	2	0.00
19.8391166667	45.2369316667	0.026	LO	131216	110529.000		ERR	2	0.00
19.8391166667	45.2369316667	0.006	LO	131216	110531.000		ERR	2	0.00
19.8391166667	45.2369316667	0.027	LO	131216	110533.000		ERR	2	0.00
19.8391166667	45.2369316667	0.018	LO	131216	110535.000		ERR	2	0.00
19.8391166667	45.2369316667	0.04	LO	131216	110537.000		ERR	2	0.00
19.8391166667	45.2369316667	0.039	LO	131216	110539.000		ERR	2	0.00
19.8391166667	45.2369316667	0.049	LO	131216	110541.000		ERR	2	0.00
19.8391166667	45.2369316667	0.038	LO	131216	110543.000		ERR	2	0.00
19.8391166667	45.2369333333	0.04	LO	131216	110545.000		ERR	2	0.00
19.8391183333	45.2369333333	0.036	LO	131216	110547.000		ERR	2	0.00
19.8391183333	45.2369333333	0.014	LO	131216	110549.000		ERR	2	0.00
19.8391183333	45.2369333333	0.065	LO	131216	110551.000		ERR	2	0.00
19.8391183333	45.2369333333	0.018	LO	131216	110553.000		ERR	2	0.00
19.8391183333	45.2369333333	0.061	LO	131216	110555.000		ERR	2	0.00
19.83912	45.2369333333	0.032	LO	131216	110557.000		ERR	2	0.00
19.83912	45.2369333333	0.049	LO	131216	110559.000		ERR	2	0.00
19.83912	45.2369333333	0.027	LO	131216	110601.000		ERR	2	0.00
19.83912	45.2369333333	0.024	LO	131216	110603.000		ERR	2	0.00
19.83912	45.2369333333	0.038	LO	131216	110605.000		ERR	2	0.00
19.8391216667	45.2369333333	0.055	LO	131216	110607.000		ERR	2	0.00
19.8391216667	45.2369333333	0.036	LO	131216	110609.000		ERR	2	0.00
19.8391216667	45.2369333333	0.066	LO	131216	110611.000		ERR	2	0.00
19.8391216667	45.2369333333	0.02	LO	131216	110613.000		ERR	2	0.00
19.8391233333	45.2369333333	0.065	LO	131216	110615.000		ERR	2	0.00
19.8391233333	45.2369333333	0.087	LO	131216	110617.000		ERR	2	0.00
19.8391233333	45.2369333333	0.096	LO	131216	110620.000		ERR	2	0.00
19.8391233333	45.2369333333	0.015	LO	131216	110622.000		ERR	2	0.00
19.8391216667	45.2369333333	0.039	LO	131216	110624.000		ERR	2	0.00
19.8391216667	45.2369333333	0.012	LO	131216	110626.000		ERR	2	0.00
19.8391216667	45.2369333333	0.023	LO	131216	110628.000		ERR	2	0.00
19.8391216667	45.2369333333	0.023	LO	131216	110630.000		ERR	2	0.00
19.8391216667	45.2369333333	0.044	LO	131216	110632.000		ERR	2	0.00
19.8391216667	45.2369316667	0.021	LO	131216	110634.000		ERR	2	0.00
19.83912	45.2369316667	0.034	LO	131216	110636.000		ERR	2	0.00
19.83912	45.2369316667	0.023	LO	131216	110638.000		ERR	2	0.00
19.83912	45.2369316667	0.015	LO	131216	110640.000		ERR	2	0.00
19.83912	45.2369316667	0.005	LO	131216	110642.000		ERR	2	0.00
19.83912	45.23693	0.05	LO	131216	110644.000		ERR	2	0.00
19.83912	45.23693	0.018	LO	131216	110646.000		ERR	2	0.00
19.83912	45.2369283333	0.039	LO	131216	110648.000		ERR	2	0.00
19.83912	45.2369283333	0.003	LO	131216	110650.000		ERR	2	0.00
19.83912	45.2369283333	0.006	LO	131216	110652.000		ERR	2	0.00
19.83912	45.2369266667	0.054	LO	131216	110654.000		ERR	2	0.00
19.83912	45.2369266667	0.029	LO	131216	110656.000		ERR	2	0.00
19.83912	45.2369266667	0.045	LO	131216	110658.000		ERR	2	0.00
19.83912	45.236925	0.005	LO	131216	110700.000		ERR	2	0.00
19.83912	45.236925	0.011	LO	131216	110702.000		ERR	2	0.00
19.83912	45.236925	0.108	LO	131216	110704.000		ERR	2	0.00
19.8391216667	45.236925	0.018	LO	131216	110706.000		ERR	2	0.00
19.8391216667	45.236925	0.019	LO	131216	110708.000		ERR	2	0.00
19.8391216667	45.2369233333	0.033	LO	131216	110710.000		ERR	2	0.00
19.8391216667	45.2369233333	0.012	LO	131216	110712.000		ERR	2	0.00
19.8391216667	45.2369233333	0.047	LO	131216	110714.000		ERR	2	0.00
19.8391233333	45.2369233333	0.009	LO	131216	110716.000		ERR	2	0.00
19.8391233333	45.2369233333	0.009	LO	131216	110718.000		ERR	2	0.00
19.8391233333	45.2369233333	0.01	LO	131216	110720.000		ERR	2	0.00
19.8391233333	45.2369233333	0.023	LO	131216	110722.000		ERR	2	0.00
19.839125	45.2369233333	0.028	LO	131216	110724.000		ERR	2	0.00
19.839125	45.2369233333	0.067	LO	131216	110726.000		ERR	2	0.00
19.839125	45.2369233333	0.025	LO	131216	110728.000		ERR	2	0.00
19.839125	45.236925	0.064	LO	131216	110730.000		ERR	2	0.00
19.839125	45.236925	0.03	LO	131216	110732.000		ERR	2	0.00
19.839125	45.236925	0.027	LO	131216	110734.000		ERR	2	0.00
19.8391266667	45.236925	0.068	LO	131216	110736.000		ERR	2	0.00
19.8391266667	45.236925	0.026	LO	131216	110738.000		ERR	2	0.00
19.839125	45.236925	0.047	LO	131216	110740.000		ERR	2	0.00
19.839125	45.2369266667	0.032	LO	131216	110742.000		ERR	2	0.00
19.839125	45.2369266667	0.045	LO	131216	110744.000		ERR	2	0.00
19.8391233333	45.2369266667	0.028	LO	131216	110746.000		ERR	2	0.00
19.8391233333	45.2369266667	0.075	LO	131216	110748.000		ERR	2	0.00
19.8391233333	45.2369266667	0.076	LO	131216	110750.000		ERR	2	0.00
