19.8244033333	45.2902333333	39.602	30.6	241016	130356.000	346.31	20	2	20
19.8243366667	45.2904283333	39.49	30.6	241016	130358.000	346.32	20	2	20
19.82427	45.2906116667	36.483	30.6	241016	130400.000	345.46	20	2	20
19.82421	45.29078	33.852	30.6	241016	130402.000	346.30	20	2	20
19.824155	45.2909416667	32.267	30.6	241016	130404.000	346.10	20	2	20
19.8241083333	45.2910766667	25.441	30.6	241016	130406.000	346.28	20	2	20
19.8240666667	45.2911916667	23.271	30.6	241016	130408.000	346.29	20	2	20
19.8240266667	45.2913083333	25.239	30.6	241016	130410.000	345.69	20	2	20
19.8239783333	45.2914433333	28.862	30.6	241016	130412.000	344.50	20	2	20
19.8238933333	45.2916916667	22.144	30.6	241016	130416.000	347.40	20	2	20
19.82386	45.2917883333	17.826	30.6	241016	130418.000	345.72	20	2	20
19.8238366667	45.2918483333	7.953	30.6	241016	130420.000	345.65	20	2	20
19.8238283333	45.2918683333	2.639	30.6	241016	130422.000	345.52	20	2	20
19.8238216667	45.291885	5.876	30.6	241016	130424.000	344.52	20	2	20
19.823775	45.291925	12.595	30.6	241016	130426.000	302.93	20	2	20
19.8236916667	45.2919266667	10.416	30.6	241016	130428.000	257.66	20	2	20
19.8236283333	45.2919116667	8.189	30.6	241016	130430.000	257.41	20	2	20
19.8235716667	45.291925	11.56	30.6	241016	130432.000	306.86	20	2	20
19.8235283333	45.2919966667	19.913	30.6	241016	130434.000	344.86	20	2	20
19.8234916667	45.2920966667	22.289	30.6	241016	130436.000	345.44	20	2	20
19.8234466667	45.29222	26.325	30.6	241016	130438.000	345.68	20	2	20
19.8234	45.2923433333	24.411	30.6	241016	130440.000	344.98	20	2	20
19.8233616667	45.2924533333	20.78	30.6	241016	130442.000	346.53	20	2	20
19.8233316667	45.292545	18.373	30.6	241016	130444.000	347.66	20	2	20
19.8232983333	45.292645	22.018	30.6	241016	130446.000	345.64	20	2	20
19.823175	45.2929866667	22.084	30.6	241016	130452.000	346.15	20	2	20
19.8231416667	45.2930883333	19.832	30.6	241016	130454.000	347.25	20	2	20
19.82311	45.2931916667	17.27	30.6	241016	130456.000	349.19	20	2	20
19.8229366667	45.2936383333	20.418	30.8	241016	145428.000	165.19	20	2	20
19.8231666667	45.2929683333	20.319	30.8	241016	145438.000	171.40	20	2	20
19.82318	45.292885	16.059	30.8	241016	145440.000	174.36	20	2	20
19.8232116667	45.2928	20.19	30.8	241016	145442.000	161.24	20	2	20
19.8234883333	45.2920516667	20.006	30.8	241016	145452.000	165.66	20	2	20
19.8235116667	45.2919833333	8.733	30.8	241016	145454.000	164.17	20	2	20
19.823525	45.2919566667	6.285	30.8	241016	145456.000	157.52	20	2	20
19.82357	45.291925	10.877	30.8	241016	145458.000	122.48	20	2	20
